9.4114 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
13.7236 	EXP 	window1: mouseVisible = True
13.7367 	EXP 	window1: mouseVisible = True
13.7369 	EXP 	window1: mouseVisible = True
13.7375 	EXP 	window1: mouseVisible = True
13.7381 	EXP 	window1: mouseVisible = True
13.7552 	EXP 	window1: mouseVisible = True
13.7555 	EXP 	window1: mouseVisible = True
13.7557 	EXP 	window1: mouseVisible = True
13.7563 	EXP 	window1: mouseVisible = True
13.7569 	EXP 	window1: mouseVisible = True
13.7638 	EXP 	window1: mouseVisible = True
13.7640 	EXP 	window1: mouseVisible = True
13.7646 	EXP 	window1: mouseVisible = True
13.7652 	EXP 	window1: mouseVisible = True
13.7715 	EXP 	window1: mouseVisible = True
13.7716 	EXP 	window1: mouseVisible = True
13.7734 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.7735 	EXP 	window1: mouseVisible = True
13.7747 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.02]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.7748 	EXP 	window1: mouseVisible = True
13.7821 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0742 	EXP 	text_3: autoDraw = True
1.9807 	DATA 	Keypress: space
1.9866 	EXP 	text_3: autoDraw = False
1.9866 	EXP 	text_4: autoDraw = True
7.7799 	EXP 	Imported lists.xlsx as conditions, 2 conditions, 1 params
7.7826 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
7.7829 	EXP 	New trial (rep=0, index=0): {'listName': 'framing2.xlsx'}
7.7899 	EXP 	Imported framing2.xlsx as conditions, 5 conditions, 5 params
7.7903 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
7.7905 	EXP 	New trial (rep=0, index=0): {'ItemText': 'A random sample of 100 lawyers and engineers is taken. The sample ends up\ncomprising 70 engineers and 30 lawyers. From this sample, one person is interviewed. He is a\n30-year-old man of high ability and high motivation. He promises to be quite successful in his\nfield. He is well liked by colleagues.', 'Question': 'Which profession do you think the man is?', 'Option1': 'ENGINEER', 'Option2': 'LAWYER', 'Framing': 2}
7.8142 	DATA 	Keypress: space
8.0913 	EXP 	text_4: autoDraw = False
8.0913 	EXP 	text: height = 0.04
8.0913 	EXP 	text: height = 0.04
8.0913 	EXP 	text: height = 0.04
8.0913 	EXP 	text: text = 'A random sample of 100 lawyers and engineers is taken. The sample ends up\ncomprising 70 engineers and 30 lawyers. From this sample, one person is interviewed. He is a\n30-year-old man of high ability and high motivation. He promises to be quite successful in his\nfield. He is well liked by colleagues.'
8.0913 	EXP 	text_2: height = 0.04
8.0913 	EXP 	text_2: height = 0.04
8.0913 	EXP 	text_2: height = 0.04
8.0913 	EXP 	text_2: text = 'Which profession do you think the man is?'
8.0913 	EXP 	text: autoDraw = True
8.0913 	EXP 	text_2: autoDraw = True
19.7071 	DATA 	Mouse: Left button down, pos=(518,267)
19.7195 	EXP 	New trial (rep=0, index=1): {'ItemText': 'At a fundraiser, you are presented with two options for a raffle ticket. For Option A,\nyou are guaranteed to win a gift card to a random restaurant valued at $50. For Option B, you\nhave a 20% chance to win a gift card to a random restaurant valued at $250.', 'Question': 'Which option would you select?', 'Option1': 'OPTION A', 'Option2': 'OPTION B', 'Framing': 2}
19.7613 	EXP 	text: autoDraw = False
19.7613 	EXP 	text_2: autoDraw = False
19.7613 	EXP 	text: height = 0.04
19.7613 	EXP 	text: height = 0.04
19.7613 	EXP 	text: height = 0.04
19.7613 	EXP 	text: text = 'At a fundraiser, you are presented with two options for a raffle ticket. For Option A,\nyou are guaranteed to win a gift card to a random restaurant valued at $50. For Option B, you\nhave a 20% chance to win a gift card to a random restaurant valued at $250.'
19.7613 	EXP 	text_2: height = 0.04
19.7613 	EXP 	text_2: height = 0.04
19.7613 	EXP 	text_2: height = 0.04
19.7613 	EXP 	text_2: text = 'Which option would you select?'
19.7613 	EXP 	text: autoDraw = True
19.7613 	EXP 	text_2: autoDraw = True
19.8346 	DATA 	Mouse:  Left button up, pos=(518,267)
20.7232 	DATA 	Mouse: Left button down, pos=(908,268)
20.7355 	EXP 	New trial (rep=0, index=2): {'ItemText': 'You are deciding between buying two cars, Car A and Car B. On a car review\nwebsite, you find that the average of 1,000 ratings for Car A is a 4.95/5.0 and the average rating\nfor Car B is 3.70/5.0. Your neighbor recently purchased Car B and found that it is excellent, and\nshe would recommend purchasing it.', 'Question': 'Which car would you decide to purchase?', 'Option1': 'CAR A', 'Option2': 'CAR B', 'Framing': 2}
20.7738 	EXP 	text: autoDraw = False
20.7738 	EXP 	text_2: autoDraw = False
20.7738 	EXP 	text: height = 0.04
20.7738 	EXP 	text: height = 0.04
20.7738 	EXP 	text: height = 0.04
20.7738 	EXP 	text: text = 'You are deciding between buying two cars, Car A and Car B. On a car review\nwebsite, you find that the average of 1,000 ratings for Car A is a 4.95/5.0 and the average rating\nfor Car B is 3.70/5.0. Your neighbor recently purchased Car B and found that it is excellent, and\nshe would recommend purchasing it.'
20.7738 	EXP 	text_2: height = 0.04
20.7738 	EXP 	text_2: height = 0.04
20.7738 	EXP 	text_2: height = 0.04
20.7738 	EXP 	text_2: text = 'Which car would you decide to purchase?'
20.7738 	EXP 	text: autoDraw = True
20.7738 	EXP 	text_2: autoDraw = True
20.8344 	DATA 	Mouse:  Left button up, pos=(908,268)
21.9344 	DATA 	Mouse: Left button down, pos=(540,268)
22.0345 	DATA 	Mouse:  Left button up, pos=(540,268)
22.7074 	DATA 	Mouse: Left button down, pos=(554,265)
22.7188 	EXP 	New trial (rep=0, index=3): {'ItemText': 'Linda is 31 years old, single, outspoken, and very bright. She majored in economics.\nAs a student, she was deeply concerned with issues of individual liberty, low taxes, and also\nparticipated in “small government” demonstrations. Which is more probable?', 'Question': 'Which is more probable:', 'Option1': 'Linda is a bank teller.', 'Option2': 'Linda is a bank teller who is also\ninvolved in the feminist movement.', 'Framing': 2}
22.7706 	EXP 	text: autoDraw = False
22.7706 	EXP 	text_2: autoDraw = False
22.7706 	EXP 	text: height = 0.04
22.7706 	EXP 	text: height = 0.04
22.7706 	EXP 	text: height = 0.04
22.7706 	EXP 	text: text = 'Linda is 31 years old, single, outspoken, and very bright. She majored in economics.\nAs a student, she was deeply concerned with issues of individual liberty, low taxes, and also\nparticipated in “small government” demonstrations. Which is more probable?'
22.7706 	EXP 	text_2: height = 0.04
22.7706 	EXP 	text_2: height = 0.04
22.7706 	EXP 	text_2: height = 0.04
22.7706 	EXP 	text_2: text = 'Which is more probable:'
22.7706 	EXP 	text: autoDraw = True
22.7706 	EXP 	text_2: autoDraw = True
22.8175 	DATA 	Mouse:  Left button up, pos=(554,265)
23.8235 	DATA 	Mouse: Left button down, pos=(926,262)
23.8357 	EXP 	New trial (rep=0, index=4): {'ItemText': 'A new vaccine is available for a deadly new disease that is sweeping across the\nworld. Scientists estimate that 99.9% of people who take vaccine will not die from the disease.', 'Question': 'Would you take the vaccine, if given the opportunity?', 'Option1': 'YES', 'Option2': 'NO', 'Framing': 2}
23.8657 	EXP 	text: autoDraw = False
23.8657 	EXP 	text_2: autoDraw = False
23.8657 	EXP 	text: height = 0.04
23.8657 	EXP 	text: height = 0.04
23.8657 	EXP 	text: height = 0.04
23.8657 	EXP 	text: text = 'A new vaccine is available for a deadly new disease that is sweeping across the\nworld. Scientists estimate that 99.9% of people who take vaccine will not die from the disease.'
23.8657 	EXP 	text_2: height = 0.04
23.8657 	EXP 	text_2: height = 0.04
23.8657 	EXP 	text_2: height = 0.04
23.8657 	EXP 	text_2: text = 'Would you take the vaccine, if given the opportunity?'
23.8657 	EXP 	text: autoDraw = True
23.8657 	EXP 	text_2: autoDraw = True
23.9508 	DATA 	Mouse:  Left button up, pos=(926,262)
24.5514 	DATA 	Mouse: Left button down, pos=(918,262)
24.5668 	EXP 	text: autoDraw = False
24.5668 	EXP 	text_2: autoDraw = False
24.5668 	EXP 	text_5: autoDraw = True
24.7016 	DATA 	Mouse:  Left button up, pos=(918,262)
28.5674 	EXP 	text_5: autoDraw = False
28.5674 	EXP 	text_5: autoDraw = False
28.5675 	EXP 	Framing_HieuLe: status = STOPPED
28.6005 	EXP 	window1: mouseVisible = True
